"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"26/12/2023","97,200.0","96,500.0","98,600.0","96,400.0","3.36M","1.25%"
"25/12/2023","96,000.0","94,900.0","96,200.0","94,800.0","2.02M","1.48%"
"22/12/2023","94,600.0","95,000.0","95,100.0","94,400.0","1.28M","-0.53%"
"21/12/2023","95,100.0","94,600.0","95,100.0","94,000.0","1.76M","0.42%"
"20/12/2023","94,700.0","94,300.0","95,000.0","94,100.0","1.35M","0.11%"
"19/12/2023","94,600.0","93,900.0","94,600.0","93,600.0","1.25M","0.64%"
"18/12/2023","94,000.0","95,900.0","96,200.0","93,700.0","2.27M","-2.29%"
"15/12/2023","96,200.0","96,200.0","96,300.0","95,000.0","1.47M","0.00%"
"14/12/2023","96,200.0","95,800.0","96,400.0","95,200.0","1.71M","1.05%"
"13/12/2023","95,200.0","97,400.0","97,400.0","95,200.0","2.15M","-1.65%"
"12/12/2023","96,800.0","95,400.0","96,800.0","95,300.0","4.08M","1.89%"
"11/12/2023","95,000.0","95,500.0","95,700.0","94,600.0","1.56M","0.85%"
"08/12/2023","94,200.0","94,300.0","95,100.0","93,500.0","1.75M","-0.11%"
"07/12/2023","94,300.0","95,100.0","95,300.0","92,800.0","3.76M","-0.74%"
"06/12/2023","95,000.0","95,000.0","95,400.0","94,100.0","1.22M","0.21%"
"05/12/2023","94,800.0","93,800.0","95,800.0","93,700.0","3.59M","1.28%"
"04/12/2023","93,600.0","92,600.0","94,000.0","92,600.0","3.46M","1.30%"
"01/12/2023","92,400.0","92,200.0","92,900.0","91,300.0","1.19M","0.54%"
"30/11/2023","91,900.0","91,400.0","93,700.0","91,300.0","1.98M","0.22%"
"29/11/2023","91,700.0","91,600.0","92,000.0","91,100.0","801.50K","0.66%"
"28/11/2023","91,100.0","90,800.0","91,900.0","89,900.0","1.09M","0.44%"
"27/11/2023","90,700.0","91,400.0","91,400.0","90,100.0","1.66M","-0.55%"
"24/11/2023","91,200.0","90,800.0","92,000.0","90,200.0","2.25M","0.44%"
"23/11/2023","90,800.0","93,300.0","93,700.0","90,800.0","2.17M","-2.37%"
"22/11/2023","93,000.0","91,900.0","93,100.0","91,900.0","3.27M","1.20%"
"21/11/2023","91,900.0","92,000.0","92,000.0","90,700.0","1.46M","1.32%"
"20/11/2023","90,700.0","90,100.0","92,600.0","89,100.0","1.66M","-0.33%"
"17/11/2023","91,000.0","93,400.0","93,500.0","90,600.0","3.57M","-2.15%"
"16/11/2023","93,000.0","92,200.0","93,000.0","91,600.0","1.91M","0.65%"
"15/11/2023","92,400.0","93,700.0","93,800.0","92,000.0","2.42M","-0.22%"
"14/11/2023","92,600.0","92,000.0","93,400.0","91,300.0","2.00M","1.31%"
"13/11/2023","91,400.0","91,600.0","92,000.0","90,500.0","1.53M","-0.11%"
"10/11/2023","91,500.0","91,500.0","92,700.0","91,300.0","2.41M","-1.08%"
"09/11/2023","92,500.0","92,000.0","93,300.0","91,800.0","2.11M","-0.11%"
"08/11/2023","92,600.0","88,200.0","92,600.0","88,000.0","2.94M","4.87%"
"07/11/2023","88,300.0","88,500.0","88,800.0","87,900.0","1.34M","-0.23%"
"06/11/2023","88,500.0","88,200.0","88,900.0","87,800.0","1.21M","1.72%"
"03/11/2023","87,000.0","89,000.0","89,200.0","87,000.0","4.84M","-2.25%"
"02/11/2023","89,000.0","86,400.0","89,000.0","85,900.0","2.20M","4.22%"
"01/11/2023","85,400.0","84,300.0","85,400.0","82,600.0","2.18M","2.89%"
"31/10/2023","83,000.0","85,100.0","85,300.0","83,000.0","3.09M","-2.35%"
"30/10/2023","85,000.0","87,000.0","87,100.0","85,000.0","1.87M","-2.30%"
"27/10/2023","87,000.0","87,500.0","88,000.0","86,300.0","2.03M","0.23%"
"26/10/2023","86,800.0","88,300.0","89,900.0","86,000.0","5.91M","-4.51%"
"25/10/2023","90,900.0","91,800.0","92,700.0","90,900.0","1.84M","-1.20%"
"24/10/2023","92,000.0","92,400.0","92,400.0","90,800.0","1.61M","1.10%"
"23/10/2023","91,000.0","93,800.0","93,800.0","90,800.0","1.97M","-2.05%"
"20/10/2023","92,900.0","92,500.0","93,000.0","90,100.0","2.86M","0.98%"
"19/10/2023","92,000.0","94,000.0","94,300.0","92,000.0","3.03M","-1.08%"
"18/10/2023","93,000.0","94,900.0","94,900.0","91,000.0","6.14M","-0.11%"
"17/10/2023","93,100.0","97,800.0","97,800.0","93,100.0","2.42M","-3.82%"
"16/10/2023","96,800.0","96,800.0","98,900.0","96,300.0","4.97M","0.73%"
"13/10/2023","96,100.0","96,000.0","96,300.0","95,300.0","2.36M","-0.31%"
"12/10/2023","96,400.0","97,000.0","97,800.0","96,000.0","1.88M","-0.62%"
"11/10/2023","97,000.0","95,900.0","98,000.0","95,900.0","2.36M","0.73%"
"10/10/2023","96,300.0","96,500.0","97,200.0","95,400.0","3.26M","0.73%"
"09/10/2023","95,600.0","92,400.0","95,600.0","92,200.0","3.66M","3.13%"
"06/10/2023","92,700.0","91,500.0","92,800.0","91,000.0","1.15M","1.20%"
"05/10/2023","91,600.0","92,800.0","93,300.0","91,600.0","1.37M","-0.97%"
"04/10/2023","92,500.0","91,300.0","93,400.0","91,300.0","1.59M","0.33%"
"03/10/2023","92,200.0","92,200.0","93,500.0","91,500.0","2.01M","-1.07%"
"02/10/2023","93,200.0","93,400.0","93,800.0","92,000.0","1.14M","0.43%"
"29/09/2023","92,800.0","94,000.0","94,900.0","92,800.0","1.64M","-1.28%"
"28/09/2023","94,000.0","94,100.0","94,300.0","91,400.0","1.76M","-0.32%"
"27/09/2023","94,300.0","93,900.0","94,300.0","90,400.0","4.51M","0.86%"
"26/09/2023","93,500.0","94,200.0","95,500.0","93,100.0","2.15M","-0.85%"
"25/09/2023","94,300.0","97,000.0","97,600.0","94,300.0","2.10M","-2.48%"
"22/09/2023","96,700.0","95,100.0","97,000.0","92,600.0","6.86M","-0.10%"
"21/09/2023","96,800.0","98,500.0","98,900.0","96,300.0","3.42M","-1.73%"
"20/09/2023","98,500.0","98,800.0","99,700.0","98,500.0","2.44M","0.10%"
"19/09/2023","98,400.0","96,800.0","98,400.0","95,900.0","3.58M","1.55%"
"18/09/2023","96,900.0","96,900.0","96,900.0","95,700.0","2.03M","-0.62%"
"15/09/2023","97,500.0","96,000.0","97,800.0","95,300.0","2.13M","1.67%"
"14/09/2023","95,900.0","98,000.0","98,000.0","95,500.0","2.32M","-2.14%"
"13/09/2023","98,000.0","98,900.0","99,000.0","97,400.0","2.89M","-0.91%"
"12/09/2023","98,900.0","97,400.0","98,900.0","97,400.0","2.68M","1.54%"
"11/09/2023","97,400.0","98,700.0","99,500.0","95,300.0","5.15M","-0.20%"
"08/09/2023","97,600.0","97,500.0","98,500.0","97,000.0","2.12M","-0.31%"
"07/09/2023","97,900.0","99,000.0","100,800.0","97,600.0","3.25M","-1.11%"
"06/09/2023","99,000.0","97,100.0","99,000.0","96,300.0","2.49M","2.27%"
"05/09/2023","96,800.0","97,100.0","98,700.0","96,800.0","1.44M","0.10%"
"31/08/2023","96,700.0","96,600.0","97,500.0","96,100.0","1.40M","0.10%"
"30/08/2023","96,600.0","93,200.0","98,200.0","93,100.0","2.36M","3.21%"
"29/08/2023","93,600.0","94,000.0","94,000.0","92,800.0","1.55M","-0.43%"
"28/08/2023","94,000.0","92,000.0","94,300.0","91,000.0","2.95M","3.75%"
"25/08/2023","90,600.0","89,500.0","91,000.0","89,100.0","2.79M","0.67%"
"24/08/2023","90,000.0","85,500.0","90,100.0","85,100.0","5.25M","4.05%"
"23/08/2023","86,500.0","86,400.0","86,800.0","84,700.0","1.42M","0.00%"
"22/08/2023","86,500.0","86,300.0","86,500.0","83,000.0","2.33M","0.70%"
"21/08/2023","85,900.0","85,900.0","86,700.0","85,500.0","2.45M","0.47%"
"18/08/2023","85,500.0","85,600.0","87,900.0","84,300.0","3.94M","-0.58%"
"17/08/2023","86,000.0","85,000.0","87,200.0","85,000.0","3.69M","1.06%"
"16/08/2023","85,100.0","83,200.0","85,200.0","83,200.0","2.60M","1.31%"
"15/08/2023","84,000.0","82,600.0","84,300.0","81,500.0","1.68M","1.69%"
"14/08/2023","82,600.0","82,100.0","83,200.0","82,000.0","1.01M","0.73%"
"11/08/2023","82,000.0","82,000.0","83,000.0","81,500.0","1.14M","-0.24%"
"10/08/2023","82,200.0","83,100.0","83,300.0","82,200.0","1.34M","-1.08%"
"09/08/2023","83,100.0","84,000.0","84,700.0","83,000.0","982.70K","-1.31%"
"08/08/2023","84,200.0","84,000.0","84,600.0","83,800.0","636.00K","-0.36%"
"07/08/2023","84,500.0","83,600.0","84,500.0","83,300.0","752.50K","1.44%"
"04/08/2023","83,300.0","84,000.0","84,500.0","83,300.0","1.62M","-0.48%"
"03/08/2023","83,700.0","83,800.0","84,200.0","82,900.0","907.90K","0.24%"
"02/08/2023","83,500.0","84,500.0","84,800.0","83,500.0","996.30K","-1.18%"
"01/08/2023","84,500.0","85,600.0","86,300.0","84,500.0","1.29M","-1.29%"
"31/07/2023","85,600.0","84,700.0","85,800.0","84,400.0","1.47M","1.42%"
"28/07/2023","84,400.0","83,500.0","84,400.0","83,100.0","898.40K","0.84%"
"27/07/2023","83,700.0","82,800.0","84,400.0","82,800.0","1.42M","1.21%"
"26/07/2023","82,700.0","81,200.0","82,700.0","81,100.0","1.27M","1.72%"
"25/07/2023","81,300.0","81,000.0","82,200.0","81,000.0","1.06M","0.37%"
"24/07/2023","81,000.0","81,000.0","81,300.0","80,600.0","1.17M","0.00%"
"21/07/2023","81,000.0","79,700.0","81,000.0","79,600.0","1.27M","0.87%"
"20/07/2023","80,300.0","78,600.0","81,300.0","78,500.0","2.29M","2.29%"
"19/07/2023","78,500.0","78,500.0","78,900.0","78,300.0","708.60K","-0.25%"
"18/07/2023","78,700.0","79,000.0","79,000.0","78,100.0","718.30K","-0.38%"
"17/07/2023","79,000.0","79,000.0","79,200.0","78,500.0","1.15M","0.89%"
"14/07/2023","78,300.0","76,900.0","78,300.0","76,100.0","2.82M","3.30%"
"13/07/2023","75,800.0","75,800.0","75,800.0","75,400.0","1.25M","0.66%"
"12/07/2023","75,300.0","75,000.0","75,700.0","74,900.0","904.90K","0.40%"
"11/07/2023","75,000.0","75,300.0","75,400.0","75,000.0","1.09M","-0.40%"
"10/07/2023","75,300.0","75,300.0","75,900.0","74,900.0","1.15M","0.00%"
"07/07/2023","75,300.0","74,200.0","75,500.0","74,200.0","896.30K","0.94%"
"06/07/2023","74,600.0","74,800.0","75,200.0","74,000.0","1.52M","-0.27%"
"05/07/2023","74,800.0","75,100.0","76,500.0","74,800.0","1.79M","-14.02%"
"04/07/2023","87,000.0","86,400.0","87,000.0","86,200.0","1.33M","0.69%"
"03/07/2023","86,400.0","86,500.0","86,800.0","86,000.0","1.04M","0.47%"
"30/06/2023","86,000.0","86,500.0","86,600.0","86,000.0","733.50K","-0.58%"
"29/06/2023","86,500.0","87,000.0","87,100.0","86,500.0","562.40K","-0.57%"
"28/06/2023","87,000.0","87,400.0","87,800.0","87,000.0","964.90K","-0.34%"
"27/06/2023","87,300.0","86,000.0","87,300.0","86,000.0","1.54M","1.75%"
"26/06/2023","85,800.0","85,100.0","85,800.0","84,600.0","859.40K","0.82%"
"23/06/2023","85,100.0","85,600.0","85,600.0","84,800.0","822.00K","-0.47%"
"22/06/2023","85,500.0","86,100.0","86,500.0","84,700.0","1.02M","-0.35%"
"21/06/2023","85,800.0","85,500.0","86,400.0","85,400.0","705.80K","0.35%"
"20/06/2023","85,500.0","85,000.0","85,800.0","84,700.0","944.50K","0.94%"
"19/06/2023","84,700.0","84,700.0","85,500.0","84,500.0","663.20K","0.24%"
"16/06/2023","84,500.0","84,100.0","86,200.0","83,400.0","2.23M","0.48%"
"15/06/2023","84,100.0","84,200.0","84,400.0","83,600.0","798.60K","-0.12%"
"14/06/2023","84,200.0","84,300.0","84,800.0","84,100.0","658.60K","-0.24%"
"13/06/2023","84,400.0","84,400.0","84,900.0","84,300.0","466.80K","-0.59%"
"12/06/2023","84,900.0","84,500.0","84,900.0","83,600.0","519.70K","0.35%"
"09/06/2023","84,600.0","84,300.0","84,700.0","83,700.0","680.20K","1.20%"
"08/06/2023","83,600.0","84,700.0","84,900.0","83,500.0","1.24M","-1.65%"
"07/06/2023","85,000.0","85,000.0","85,400.0","84,300.0","705.80K","-0.35%"
"06/06/2023","85,300.0","85,300.0","85,300.0","84,700.0","514.00K","0.35%"
"05/06/2023","85,000.0","83,900.0","85,200.0","83,800.0","1.43M","1.43%"
"02/06/2023","83,800.0","83,500.0","84,300.0","83,100.0","735.90K","0.36%"
"01/06/2023","83,500.0","84,000.0","84,000.0","83,100.0","537.30K","-0.71%"
"31/05/2023","84,100.0","84,200.0","84,200.0","83,100.0","839.40K","0.12%"
"30/05/2023","84,000.0","83,000.0","84,900.0","82,900.0","1.66M","1.08%"
"29/05/2023","83,100.0","83,500.0","83,700.0","82,900.0","879.60K","0.00%"
"26/05/2023","83,100.0","83,100.0","83,400.0","82,300.0","864.40K","-0.12%"
"25/05/2023","83,200.0","81,200.0","83,400.0","81,000.0","1.34M","2.34%"
"24/05/2023","81,300.0","82,000.0","82,100.0","81,100.0","464.30K","-0.85%"
"23/05/2023","82,000.0","82,500.0","82,500.0","81,400.0","656.50K","-0.61%"
"22/05/2023","82,500.0","82,800.0","82,800.0","82,000.0","561.00K","-0.36%"
"19/05/2023","82,800.0","83,000.0","83,300.0","81,800.0","1.07M","-0.12%"
"18/05/2023","82,900.0","81,800.0","83,000.0","81,400.0","1.55M","1.72%"
"17/05/2023","81,500.0","81,900.0","82,700.0","81,100.0","976.20K","0.00%"
"16/05/2023","81,500.0","81,000.0","81,700.0","80,800.0","766.50K","0.62%"
"15/05/2023","81,000.0","81,400.0","81,800.0","80,800.0","934.70K","0.62%"
"12/05/2023","80,500.0","79,300.0","80,600.0","78,800.0","1.08M","1.77%"
"11/05/2023","79,100.0","79,100.0","79,600.0","79,000.0","475.90K","0.13%"
"10/05/2023","79,000.0","79,000.0","79,600.0","79,000.0","632.50K","0.13%"
"09/05/2023","78,900.0","78,600.0","79,800.0","78,600.0","605.90K","0.51%"
"08/05/2023","78,500.0","78,500.0","78,900.0","78,400.0","362.90K","0.13%"
"05/05/2023","78,400.0","78,600.0","78,600.0","78,200.0","319.20K","-0.13%"
"04/05/2023","78,500.0","77,800.0","78,700.0","77,600.0","497.20K","1.29%"
"28/04/2023","77,500.0","78,800.0","78,800.0","77,500.0","945.60K","-1.02%"
"27/04/2023","78,300.0","78,100.0","78,800.0","78,100.0","221.00K","0.00%"
"26/04/2023","78,300.0","78,100.0","78,400.0","77,600.0","772.00K","-0.13%"
"25/04/2023","78,400.0","79,100.0","79,300.0","78,300.0","540.00K","-0.88%"
"24/04/2023","79,100.0","79,500.0","80,600.0","79,000.0","794.50K","-0.25%"
"21/04/2023","79,300.0","80,000.0","80,000.0","79,300.0","324.00K","-0.13%"
"20/04/2023","79,400.0","79,800.0","79,800.0","79,200.0","364.40K","0.13%"
"19/04/2023","79,300.0","79,800.0","79,800.0","79,300.0","419.80K","-0.13%"
"18/04/2023","79,400.0","79,600.0","80,000.0","79,200.0","301.60K","-0.25%"
"17/04/2023","79,600.0","79,600.0","79,700.0","79,000.0","449.90K","0.00%"
"14/04/2023","79,600.0","79,900.0","80,100.0","79,300.0","398.80K","0.00%"
"13/04/2023","79,600.0","80,300.0","80,400.0","79,300.0","540.50K","-0.87%"
"12/04/2023","80,300.0","80,300.0","80,500.0","79,900.0","574.70K","0.00%"
"11/04/2023","80,300.0","80,200.0","80,500.0","80,100.0","534.00K","0.00%"
"10/04/2023","80,300.0","81,000.0","81,000.0","80,100.0","769.80K","-0.25%"
"07/04/2023","80,500.0","80,200.0","80,700.0","80,000.0","359.80K","0.25%"
"06/04/2023","80,300.0","80,700.0","81,500.0","80,300.0","612.90K","-0.37%"
"05/04/2023","80,600.0","80,500.0","80,600.0","79,700.0","422.00K","0.12%"
"04/04/2023","80,500.0","80,900.0","81,000.0","80,000.0","584.60K","-0.49%"
"03/04/2023","80,900.0","79,400.0","80,900.0","79,100.0","1.17M","2.28%"
"31/03/2023","79,100.0","79,100.0","79,500.0","79,000.0","671.60K","0.00%"
"30/03/2023","79,100.0","79,000.0","79,300.0","78,800.0","408.40K","0.13%"
"29/03/2023","79,000.0","79,200.0","79,300.0","78,600.0","404.50K","-0.25%"
"28/03/2023","79,200.0","79,200.0","79,200.0","77,500.0","1.00M","0.13%"
"27/03/2023","79,100.0","78,900.0","79,200.0","78,500.0","767.20K","0.64%"
"24/03/2023","78,600.0","78,300.0","78,800.0","78,000.0","366.70K","0.77%"
"23/03/2023","78,000.0","78,400.0","78,500.0","77,600.0","356.60K","-0.64%"
"22/03/2023","78,500.0","78,200.0","78,600.0","77,600.0","610.40K","0.51%"
"21/03/2023","78,100.0","78,600.0","78,700.0","77,100.0","536.20K","0.64%"
"20/03/2023","77,600.0","79,100.0","79,300.0","77,600.0","769.80K","-1.77%"
"17/03/2023","79,000.0","79,600.0","80,000.0","78,600.0","429.40K","-0.25%"
"16/03/2023","79,200.0","80,000.0","80,000.0","78,400.0","850.00K","-1.61%"
"15/03/2023","80,500.0","79,100.0","80,500.0","79,100.0","691.80K","2.29%"
"14/03/2023","78,700.0","79,000.0","79,100.0","78,500.0","427.40K","-0.25%"
"13/03/2023","78,900.0","78,100.0","79,400.0","78,100.0","886.50K","-0.75%"
"10/03/2023","79,500.0","80,200.0","80,400.0","79,000.0","640.90K","-1.36%"
"09/03/2023","80,600.0","79,500.0","80,700.0","79,200.0","640.30K","1.38%"
"08/03/2023","79,500.0","78,500.0","79,500.0","78,500.0","510.60K","0.89%"
"07/03/2023","78,800.0","79,100.0","79,900.0","78,800.0","792.00K","0.77%"
"06/03/2023","78,200.0","78,100.0","79,800.0","78,100.0","817.20K","-0.38%"
"03/03/2023","78,500.0","79,300.0","80,000.0","78,500.0","740.80K","-1.88%"
"02/03/2023","80,000.0","80,000.0","80,500.0","79,800.0","430.80K","-0.62%"
"01/03/2023","80,500.0","79,500.0","80,500.0","78,700.0","1.38M","0.00%"
"28/02/2023","80,500.0","80,000.0","80,700.0","79,500.0","524.30K","0.25%"
"27/02/2023","80,300.0","80,000.0","80,500.0","79,900.0","1.02M","-0.62%"
"24/02/2023","80,800.0","81,100.0","81,300.0","80,400.0","559.20K","-0.74%"
"23/02/2023","81,400.0","81,700.0","81,700.0","80,600.0","1.16M","-0.49%"
"22/02/2023","81,800.0","82,300.0","82,500.0","81,800.0","747.20K","-1.21%"
"21/02/2023","82,800.0","82,800.0","83,700.0","82,600.0","840.00K","0.00%"
"20/02/2023","82,800.0","81,600.0","83,000.0","81,400.0","1.28M","1.47%"
"17/02/2023","81,600.0","81,200.0","81,600.0","81,000.0","467.60K","0.00%"
"16/02/2023","81,600.0","81,600.0","82,000.0","80,700.0","424.20K","0.00%"
"15/02/2023","81,600.0","80,500.0","81,900.0","80,300.0","645.20K","0.99%"
"14/02/2023","80,800.0","80,700.0","81,000.0","80,200.0","619.70K","0.12%"
"13/02/2023","80,700.0","80,700.0","81,200.0","80,000.0","613.20K","0.00%"
"10/02/2023","80,700.0","81,100.0","81,200.0","80,500.0","725.00K","0.00%"
"09/02/2023","80,700.0","81,000.0","81,600.0","80,700.0","743.00K","-0.62%"
"08/02/2023","81,200.0","80,800.0","81,700.0","80,600.0","669.70K","0.62%"
"07/02/2023","80,700.0","80,500.0","81,900.0","80,500.0","750.80K","0.25%"
"06/02/2023","80,500.0","80,000.0","81,600.0","79,700.0","944.40K","0.50%"
"03/02/2023","80,100.0","82,000.0","82,000.0","80,100.0","1.73M","-2.20%"
"02/02/2023","81,900.0","82,100.0","82,400.0","81,300.0","1.33M","-0.12%"
"01/02/2023","82,000.0","84,000.0","84,000.0","81,800.0","1.05M","-1.80%"
"31/01/2023","83,500.0","83,500.0","83,700.0","81,700.0","1.53M","-0.24%"
"30/01/2023","83,700.0","84,200.0","84,400.0","83,700.0","891.00K","-0.36%"
"27/01/2023","84,000.0","84,100.0","85,500.0","84,000.0","1.14M","0.12%"
"19/01/2023","83,900.0","83,000.0","84,200.0","82,900.0","1.33M","0.60%"
"18/01/2023","83,400.0","82,100.0","83,400.0","81,800.0","954.60K","1.71%"
"17/01/2023","82,000.0","81,200.0","82,000.0","81,000.0","978.20K","1.49%"
"16/01/2023","80,800.0","80,100.0","81,000.0","79,700.0","574.50K","1.00%"
"13/01/2023","80,000.0","80,500.0","81,200.0","80,000.0","628.30K","-0.87%"
"12/01/2023","80,700.0","81,000.0","81,500.0","80,200.0","542.50K","-0.25%"
"11/01/2023","80,900.0","80,400.0","81,600.0","80,400.0","1.08M","0.62%"
"10/01/2023","80,400.0","80,700.0","81,300.0","80,200.0","752.70K","0.12%"
"09/01/2023","80,300.0","80,500.0","80,900.0","79,900.0","518.90K","0.00%"
"06/01/2023","80,300.0","80,400.0","81,100.0","80,200.0","719.40K","-0.37%"
"05/01/2023","80,600.0","80,200.0","81,500.0","80,200.0","1.01M","0.75%"
"04/01/2023","80,000.0","80,800.0","81,000.0","79,300.0","794.30K","0.00%"
"03/01/2023","80,000.0","76,900.0","80,000.0","76,800.0","1.54M","4.03%"
"30/12/2022","76,900.0","76,200.0","76,900.0","76,000.0","628.60K","0.92%"
"29/12/2022","76,200.0","76,500.0","77,000.0","76,200.0","655.30K","-0.65%"
"28/12/2022","76,700.0","77,000.0","77,000.0","76,000.0","589.20K","0.26%"
"27/12/2022","76,500.0","76,400.0","77,500.0","76,000.0","805.20K","0.13%"
"26/12/2022","76,400.0","77,700.0","78,100.0","76,400.0","832.50K","-2.05%"
"23/12/2022","78,000.0","76,400.0","78,000.0","76,200.0","1.22M","1.04%"
"22/12/2022","77,200.0","77,200.0","77,500.0","76,000.0","657.80K","0.00%"
"21/12/2022","77,200.0","77,200.0","77,400.0","75,700.0","544.10K","0.78%"
"20/12/2022","76,600.0","77,200.0","77,200.0","75,400.0","785.80K","0.00%"
"19/12/2022","76,600.0","78,300.0","78,300.0","76,600.0","1.03M","-1.67%"
"16/12/2022","77,900.0","77,000.0","78,000.0","76,400.0","910.90K","0.26%"
"15/12/2022","77,700.0","76,400.0","78,100.0","76,400.0","1.17M","1.83%"
"14/12/2022","76,300.0","77,200.0","77,500.0","76,100.0","1.16M","-1.17%"
"13/12/2022","77,200.0","76,200.0","77,300.0","75,200.0","899.70K","0.26%"
"12/12/2022","77,000.0","77,600.0","78,200.0","76,400.0","1.21M","-1.28%"
"09/12/2022","78,000.0","76,300.0","78,000.0","76,200.0","987.50K","1.30%"
"08/12/2022","77,000.0","76,900.0","78,800.0","75,600.0","1.27M","0.65%"
"07/12/2022","76,500.0","75,900.0","76,600.0","74,800.0","1.03M","0.66%"
"06/12/2022","76,000.0","78,300.0","78,900.0","76,000.0","1.54M","-2.94%"
"05/12/2022","78,300.0","78,000.0","79,000.0","77,400.0","1.22M","1.16%"
"02/12/2022","77,400.0","74,700.0","77,700.0","74,000.0","2.90M","3.61%"
"01/12/2022","74,700.0","75,100.0","75,800.0","74,100.0","1.78M","0.13%"
"30/11/2022","74,600.0","74,500.0","74,900.0","73,500.0","911.50K","0.40%"
"29/11/2022","74,300.0","74,900.0","74,900.0","73,000.0","1.14M","0.00%"
"28/11/2022","74,300.0","72,400.0","74,500.0","72,300.0","1.15M","3.19%"
"25/11/2022","72,000.0","70,600.0","72,000.0","70,500.0","1.27M","2.13%"
"24/11/2022","70,500.0","69,800.0","71,000.0","69,400.0","788.40K","0.00%"
"23/11/2022","70,500.0","70,000.0","71,000.0","69,700.0","465.90K","0.00%"
"22/11/2022","70,500.0","70,000.0","72,000.0","69,100.0","1.18M","0.57%"
"21/11/2022","70,100.0","69,500.0","71,800.0","69,500.0","840.50K","-1.96%"
"18/11/2022","71,500.0","70,100.0","72,000.0","69,200.0","1.26M","0.70%"
"17/11/2022","71,000.0","69,300.0","72,000.0","64,500.0","1.55M","2.45%"
"16/11/2022","69,300.0","61,300.0","70,000.0","61,300.0","3.05M","5.16%"
"15/11/2022","65,900.0","70,000.0","70,000.0","65,900.0","3.11M","-6.92%"
"14/11/2022","70,800.0","72,000.0","72,400.0","70,000.0","1.64M","-2.75%"
"11/11/2022","72,800.0","73,100.0","73,600.0","72,000.0","1.00M","-0.27%"
"10/11/2022","73,000.0","73,500.0","73,700.0","69,100.0","1.60M","-1.35%"
"09/11/2022","74,000.0","73,300.0","74,300.0","73,300.0","697.70K","0.95%"
"08/11/2022","73,300.0","71,500.0","73,900.0","71,400.0","945.00K","0.96%"
"07/11/2022","72,600.0","72,600.0","74,000.0","72,600.0","1.57M","-0.41%"
"04/11/2022","72,900.0","74,000.0","74,000.0","71,500.0","1.65M","-1.62%"
"03/11/2022","74,100.0","74,500.0","75,700.0","73,700.0","622.40K","0.14%"
"02/11/2022","74,000.0","75,200.0","76,000.0","74,000.0","978.20K","-1.99%"
"01/11/2022","75,500.0","76,300.0","76,800.0","75,000.0","561.50K","-0.13%"
"31/10/2022","75,600.0","75,000.0","76,000.0","73,700.0","1.08M","0.80%"
"28/10/2022","75,000.0","76,300.0","76,300.0","74,700.0","875.80K","-1.06%"
"27/10/2022","75,800.0","74,100.0","76,200.0","73,700.0","935.90K","2.71%"
"26/10/2022","73,800.0","74,500.0","74,500.0","72,700.0","625.10K","0.82%"
"25/10/2022","73,200.0","71,400.0","74,500.0","71,100.0","1.56M","2.95%"
"24/10/2022","71,100.0","73,900.0","74,500.0","71,000.0","1.43M","-3.79%"
"21/10/2022","73,900.0","77,700.0","77,700.0","73,900.0","1.56M","-5.01%"
"20/10/2022","77,800.0","75,800.0","78,500.0","75,300.0","1.73M","3.05%"
"19/10/2022","75,500.0","74,900.0","76,200.0","74,700.0","1.02M","0.80%"
"18/10/2022","74,900.0","74,000.0","75,300.0","74,000.0","879.00K","1.49%"
"17/10/2022","73,800.0","73,500.0","73,900.0","72,600.0","707.40K","-0.27%"
"14/10/2022","74,000.0","74,400.0","74,500.0","73,600.0","844.20K","1.37%"
"13/10/2022","73,000.0","72,200.0","73,000.0","71,500.0","829.20K","0.83%"
"12/10/2022","72,400.0","71,000.0","73,300.0","71,000.0","1.46M","1.97%"
"11/10/2022","71,000.0","74,000.0","74,000.0","71,000.0","1.59M","-4.05%"
"10/10/2022","74,000.0","73,500.0","75,500.0","72,100.0","1.63M","0.00%"
"07/10/2022","74,000.0","76,200.0","76,200.0","74,000.0","2.06M","-3.27%"
"06/10/2022","76,500.0","78,900.0","78,900.0","76,500.0","1.27M","-2.42%"
"05/10/2022","78,400.0","79,000.0","79,500.0","78,400.0","971.90K","1.16%"
"04/10/2022","77,500.0","78,000.0","79,000.0","77,200.0","2.04M","0.65%"
"03/10/2022","77,000.0","79,600.0","80,300.0","76,400.0","1.25M","-4.35%"
"30/09/2022","80,500.0","77,000.0","80,800.0","76,900.0","2.11M","4.55%"
"29/09/2022","77,000.0","79,800.0","80,100.0","77,000.0","1.30M","-1.28%"
"28/09/2022","78,000.0","80,100.0","80,400.0","78,000.0","2.05M","-3.11%"
"27/09/2022","80,500.0","82,000.0","82,000.0","80,500.0","932.90K","-1.23%"
"26/09/2022","81,500.0","81,500.0","82,000.0","80,300.0","1.86M","-1.09%"
"23/09/2022","82,400.0","83,100.0","83,100.0","82,100.0","840.60K","-0.60%"
"22/09/2022","82,900.0","82,000.0","83,000.0","81,900.0","1.17M","0.73%"
"21/09/2022","82,300.0","83,300.0","83,300.0","82,300.0","775.40K","-1.32%"
"20/09/2022","83,400.0","83,100.0","83,800.0","82,300.0","575.00K","0.36%"
"19/09/2022","83,100.0","82,500.0","83,600.0","81,900.0","1.78M","0.73%"
