"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"01/06/2016","14,352.5","14,422.8","14,422.8","14,352.5","1.20M","0.00%"
"31/05/2016","14,352.5","14,493.2","14,493.2","14,352.5","1.36M","-0.73%"
"30/05/2016","14,458.0","14,422.8","14,563.5","14,422.8","1.03M","0.24%"
"27/05/2016","14,422.8","14,352.5","14,458.0","14,211.7","1.25M","1.40%"
"26/05/2016","14,224.0","14,313.8","14,343.7","14,224.0","3.53M","-0.42%"
"25/05/2016","14,283.9","14,313.8","14,343.7","14,253.9","1.59M","0.00%"
"24/05/2016","14,283.9","14,343.7","14,373.7","14,283.9","980.17K","-0.21%"
"23/05/2016","14,313.8","14,463.5","14,463.5","14,313.8","916.37K","-0.21%"
"20/05/2016","14,343.7","14,283.9","14,343.7","14,283.9","1.29M","0.42%"
"19/05/2016","14,283.9","14,373.7","14,373.7","14,253.9","493.88K","0.00%"
"18/05/2016","14,283.9","14,373.7","14,493.5","14,283.9","1.84M","0.21%"
"17/05/2016","14,253.9","14,194.0","14,313.8","14,164.1","940.88K","0.63%"
"16/05/2016","14,164.1","14,194.0","14,224.0","14,134.1","824.08K","-0.21%"
"13/05/2016","14,194.0","14,224.0","14,253.9","14,134.1","1.04M","0.00%"
"12/05/2016","14,194.0","14,343.7","14,343.7","14,194.0","1.09M","-0.63%"
"11/05/2016","14,283.9","14,283.9","14,313.8","14,164.1","770.48K","0.85%"
"10/05/2016","14,164.1","14,104.2","14,224.0","14,074.2","1.24M","0.21%"
"09/05/2016","14,134.1","14,253.9","14,313.8","14,134.1","1.61M","-0.63%"
"06/05/2016","14,224.0","14,313.8","14,373.7","14,224.0","1.84M","-0.63%"
"05/05/2016","14,313.8","14,343.7","14,493.5","14,313.8","2.41M","-0.62%"
"04/05/2016","14,403.6","14,433.6","14,463.5","14,283.9","2.05M","-1.03%"
"29/04/2016","14,553.4","14,493.5","14,583.3","14,463.5","1.63M","0.41%"
"28/04/2016","14,493.5","14,373.7","14,763.0","14,283.9","7.98M","1.47%"
"27/04/2016","14,283.9","14,373.7","14,403.6","14,224.0","1.57M","-0.42%"
"26/04/2016","14,343.7","14,343.7","14,373.7","14,224.0","885.49K","0.00%"
"25/04/2016","14,343.7","14,373.7","14,463.5","14,313.8","1.49M","0.21%"
"22/04/2016","14,313.8","14,164.1","14,313.8","14,104.2","2.20M","1.06%"
"21/04/2016","14,164.1","14,164.1","14,224.0","14,104.2","1.32M","0.42%"
"20/04/2016","14,104.2","14,074.2","14,134.1","14,044.3","2.33M","0.21%"
"19/04/2016","14,074.2","14,134.1","14,224.0","14,074.2","1.45M","-0.42%"
"15/04/2016","14,134.1","14,253.9","14,283.9","14,134.1","1.89M","-0.63%"
"14/04/2016","14,224.0","14,224.0","14,313.8","14,224.0","1.52M","-0.21%"
"13/04/2016","14,253.9","14,253.9","14,313.8","14,224.0","1.51M","-0.21%"
"12/04/2016","14,283.9","14,373.7","14,373.7","14,224.0","1.05M","-0.42%"
"11/04/2016","14,343.7","14,313.8","14,433.6","14,224.0","2.16M","0.63%"
"08/04/2016","14,253.9","14,253.9","14,373.7","14,253.9","828.94K","-0.42%"
"07/04/2016","14,313.8","14,224.0","14,343.7","14,194.0","1.29M","0.84%"
"06/04/2016","14,194.0","14,074.2","14,194.0","14,044.3","764.85K","0.85%"
"05/04/2016","14,074.2","14,014.4","14,134.1","13,984.4","760.50K","0.43%"
"04/04/2016","14,014.4","13,984.4","14,074.2","13,984.4","983.44K","0.00%"
"01/04/2016","14,014.4","14,104.2","14,134.1","13,984.4","1.41M","-0.64%"
"31/03/2016","14,104.2","14,224.0","14,373.7","14,104.2","1.65M","-0.84%"
"30/03/2016","14,224.0","14,224.0","14,343.7","14,134.1","1.58M","0.00%"
"29/03/2016","14,224.0","14,373.7","14,373.7","14,194.0","1.94M","-1.04%"
"28/03/2016","14,373.7","14,463.5","14,463.5","14,343.7","1.07M","0.21%"
"25/03/2016","14,343.7","14,433.6","14,493.5","14,253.9","3.01M","-1.03%"
"24/03/2016","14,493.5","14,613.3","14,643.2","14,493.5","2.21M","-0.62%"
"23/03/2016","14,583.3","14,583.3","14,673.1","14,523.4","1.52M","0.00%"
"22/03/2016","14,583.3","14,673.1","14,703.1","14,583.3","1.67M","-1.02%"
"21/03/2016","14,733.0","14,763.0","14,822.9","14,673.1","1.88M","-0.20%"
"18/03/2016","14,763.0","14,673.1","14,942.7","14,673.1","6.74M","1.65%"
"17/03/2016","14,523.4","14,553.4","14,643.2","14,523.4","1.67M","0.00%"
"16/03/2016","14,523.4","14,523.4","14,583.3","14,493.5","1.31M","0.00%"
"15/03/2016","14,523.4","14,643.2","14,703.1","14,523.4","1.45M","-0.41%"
"14/03/2016","14,583.3","14,673.1","14,792.9","14,583.3","2.69M","0.41%"
"11/03/2016","14,523.4","14,493.5","14,643.2","14,493.5","2.00M","0.62%"
"10/03/2016","14,433.6","14,373.7","14,463.5","14,343.7","739.12K","0.42%"
"09/03/2016","14,373.7","14,313.8","14,433.6","14,313.8","1.08M","0.00%"
"08/03/2016","14,373.7","14,553.4","14,583.3","14,373.7","3.02M","-1.23%"
"07/03/2016","14,553.4","14,673.1","14,792.9","14,553.4","1.94M","-0.82%"
"04/03/2016","14,673.1","14,553.4","14,763.0","14,553.4","2.27M","0.41%"
"03/03/2016","14,613.3","14,643.2","14,763.0","14,613.3","2.21M","0.21%"
"02/03/2016","14,583.3","14,493.5","14,613.3","14,463.5","2.16M","1.04%"
"01/03/2016","14,433.6","14,313.8","14,643.2","14,253.9","3.23M","0.84%"
"29/02/2016","14,313.8","14,343.7","14,343.7","14,253.9","1.37M","0.21%"
"26/02/2016","14,283.9","14,313.8","14,313.8","14,194.0","1.02M","0.21%"
"25/02/2016","14,253.9","14,373.7","14,463.5","14,253.9","1.79M","-0.42%"
"24/02/2016","14,313.8","14,283.9","14,373.7","14,253.9","1.74M","0.00%"
"23/02/2016","14,313.8","14,523.4","14,523.4","14,313.8","1.93M","-0.83%"
"22/02/2016","14,433.6","14,283.9","14,433.6","14,283.9","1.38M","1.05%"
"19/02/2016","14,283.9","14,373.7","14,373.7","14,253.9","1.41M","-0.83%"
"18/02/2016","14,403.6","14,283.9","14,463.5","14,253.9","1.96M","1.26%"
"17/02/2016","14,224.0","14,224.0","14,433.6","14,224.0","1.91M","0.42%"
"16/02/2016","14,164.1","14,074.2","14,224.0","13,984.4","919.90K","1.28%"
"15/02/2016","13,984.4","13,984.4","14,014.4","13,864.6","908.19K","-0.43%"
"05/02/2016","14,044.3","13,984.4","14,074.2","13,924.5","965.83K","0.86%"
"04/02/2016","13,924.5","14,044.3","14,044.3","13,924.5","748.79K","-0.21%"
"03/02/2016","13,954.5","13,894.6","14,044.3","13,834.7","1.70M","0.87%"
"02/02/2016","13,834.7","13,864.6","13,984.4","13,834.7","489.08K","-0.86%"
"01/02/2016","13,954.5","13,924.5","14,044.3","13,774.8","1.55M","0.43%"
"29/01/2016","13,894.6","13,864.6","13,924.5","13,744.8","1.32M","0.87%"
"28/01/2016","13,774.8","13,864.6","13,894.6","13,714.9","1.30M","-0.65%"
"27/01/2016","13,864.6","13,924.5","13,924.5","13,834.7","893.72K","0.87%"
"26/01/2016","13,744.8","13,924.5","13,954.5","13,744.8","1.76M","-2.55%"
"25/01/2016","14,104.2","13,625.1","14,104.2","13,475.3","2.37M","5.13%"
"22/01/2016","13,415.4","13,475.3","13,505.3","13,265.7","1.84M","-0.22%"
"21/01/2016","13,445.4","13,415.4","13,505.3","13,355.6","1.72M","0.00%"
"20/01/2016","13,445.4","13,505.3","13,625.1","13,445.4","1.73M","-0.44%"
"19/01/2016","13,505.3","13,445.4","13,565.2","13,385.5","2.32M","0.45%"
"18/01/2016","13,445.4","13,685.0","13,685.0","13,265.7","5.99M","-2.60%"
"15/01/2016","13,804.7","13,834.7","13,924.5","13,774.8","1.58M","-0.22%"
"14/01/2016","13,834.7","13,804.7","13,894.6","13,774.8","1.35M","-0.43%"
"13/01/2016","13,894.6","14,074.2","14,164.1","13,864.6","1.44M","-1.07%"
"12/01/2016","14,044.3","13,774.8","14,044.3","13,685.0","1.55M","2.18%"
"11/01/2016","13,744.8","13,864.6","13,864.6","13,744.8","2.14M","-0.86%"
"08/01/2016","13,864.6","14,014.4","14,044.3","13,774.8","4.71M","-1.49%"
"07/01/2016","14,074.2","14,343.7","14,343.7","14,074.2","4.89M","-1.88%"
"06/01/2016","14,343.7","14,313.8","14,403.6","14,313.8","1.19M","0.21%"
"05/01/2016","14,313.8","14,313.8","14,373.7","14,283.9","1.95M","0.00%"
"04/01/2016","14,313.8","14,493.5","14,523.4","14,313.8","1.60M","-1.04%"
"31/12/2015","14,463.5","14,463.5","14,613.3","14,433.6","1.51M","0.00%"
"30/12/2015","14,463.5","14,553.4","14,643.2","14,463.5","2.43M","0.00%"
"29/12/2015","14,463.5","14,433.6","14,523.4","14,403.6","1.15M","0.42%"
"28/12/2015","14,403.6","14,373.7","14,583.3","14,283.9","2.04M","0.63%"
"25/12/2015","14,313.8","14,373.7","14,373.7","14,283.9","901.11K","0.00%"
"24/12/2015","14,313.8","14,403.6","14,433.6","14,313.8","1.26M","-0.21%"
"23/12/2015","14,343.7","14,463.5","14,493.5","14,313.8","1.61M","-0.42%"
"22/12/2015","14,403.6","14,523.4","14,583.3","14,403.6","1.43M","-0.82%"
"21/12/2015","14,523.4","14,643.2","14,643.2","14,463.5","1.43M","-0.82%"
"18/12/2015","14,643.2","14,733.0","14,763.0","14,643.2","2.19M","-0.61%"
"17/12/2015","14,733.0","14,733.0","14,822.9","14,673.1","2.43M","0.82%"
"16/12/2015","14,613.3","14,583.3","14,763.0","14,583.3","3.33M","0.62%"
"15/12/2015","14,523.4","14,313.8","14,523.4","14,313.8","1.40M","1.46%"
"14/12/2015","14,313.8","14,343.7","14,433.6","14,313.8","1.15M","-0.42%"
"11/12/2015","14,373.7","14,283.9","14,523.4","14,283.9","1.48M","0.42%"
"10/12/2015","14,313.8","14,433.6","14,553.4","14,313.8","1.62M","-0.83%"
"09/12/2015","14,433.6","14,673.1","14,792.9","14,433.6","1.95M","-1.63%"
"08/12/2015","14,673.1","14,164.1","14,703.1","14,104.2","2.97M","3.16%"
"07/12/2015","14,224.0","14,313.8","14,373.7","14,224.0","2.37M","-0.83%"
"04/12/2015","14,343.7","14,523.4","14,523.4","14,283.9","2.29M","-1.24%"
"03/12/2015","14,523.4","14,523.4","14,583.3","14,463.5","912.10K","0.21%"
"02/12/2015","14,493.5","14,433.6","14,583.3","14,433.6","1.79M","0.42%"
"01/12/2015","14,433.6","14,553.4","14,613.3","14,403.6","1.66M","-0.21%"
"30/11/2015","14,463.5","14,673.1","14,673.1","14,463.5","2.97M","-1.23%"
"27/11/2015","14,643.2","14,733.0","14,942.7","14,643.2","4.04M","-0.20%"
"26/11/2015","14,673.1","14,912.7","14,972.6","14,673.1","1.98M","-2.00%"
"25/11/2015","14,972.6","14,763.0","15,122.3","14,523.4","3.48M","1.83%"
"24/11/2015","14,703.1","14,882.8","14,882.8","14,493.5","7.48M","-0.81%"
"23/11/2015","14,822.9","15,272.0","15,421.8","14,822.9","5.46M","-2.94%"
"20/11/2015","15,272.0","15,272.0","15,571.5","15,272.0","3.18M","-0.97%"
"19/11/2015","15,421.8","15,571.5","15,871.0","15,421.8","2.91M","-0.96%"
"18/11/2015","15,571.5","15,421.8","15,871.0","15,421.8","3.63M","0.00%"
"17/11/2015","15,571.5","16,020.7","16,170.4","15,571.5","5.67M","-3.70%"
"16/11/2015","16,170.4","16,170.4","16,469.9","15,871.0","6.41M","-0.92%"
"13/11/2015","16,320.1","15,871.0","16,320.1","15,721.2","7.33M","2.83%"
"12/11/2015","15,871.0","15,272.0","16,020.7","15,122.3","9.33M","4.95%"
"11/11/2015","15,122.3","15,122.3","15,571.5","15,122.3","4.75M","-0.98%"
"10/11/2015","15,272.0","15,421.8","15,571.5","15,122.3","5.44M","-0.97%"
"09/11/2015","15,421.8","15,571.5","15,721.2","15,421.8","5.40M","-1.90%"
"06/11/2015","15,721.2","16,020.7","16,320.1","15,571.5","8.40M","-1.87%"
"05/11/2015","16,020.7","15,421.8","16,020.7","15,421.8","7.24M","2.88%"
"04/11/2015","15,571.5","15,871.0","16,020.7","15,571.5","4.71M","-0.95%"
"03/11/2015","15,721.2","14,972.6","15,721.2","14,942.7","10.09M","6.06%"
"02/11/2015","14,822.9","14,792.9","15,272.0","14,763.0","7.41M","0.41%"
"30/10/2015","14,763.0","14,792.9","14,822.9","14,643.2","2.61M","0.00%"
"29/10/2015","14,763.0","14,763.0","14,882.8","14,703.1","4.90M","1.02%"
"28/10/2015","14,613.3","14,403.6","14,643.2","14,403.6","7.10M","1.67%"
"27/10/2015","14,373.7","14,194.0","14,463.5","14,194.0","3.57M","0.84%"
"26/10/2015","14,253.9","14,224.0","14,523.4","14,224.0","6.99M","1.06%"
"23/10/2015","14,104.2","14,134.1","14,194.0","14,074.2","1.91M","0.43%"
"22/10/2015","14,044.3","14,014.4","14,104.2","14,014.4","1.26M","-0.21%"
"21/10/2015","14,074.2","14,253.9","14,253.9","14,074.2","1.87M","-0.63%"
"20/10/2015","14,164.1","14,104.2","14,343.7","14,074.2","5.23M","0.42%"
"19/10/2015","14,104.2","13,984.4","14,313.8","13,984.4","3.71M","0.86%"
"16/10/2015","13,984.4","13,984.4","14,044.3","13,984.4","1.46M","0.21%"
"15/10/2015","13,954.5","14,044.3","14,044.3","13,924.5","1.13M","-0.21%"
"14/10/2015","13,984.4","14,074.2","14,343.7","13,954.5","8.17M","2.64%"
"13/10/2015","13,625.1","13,714.9","13,714.9","13,595.1","791.51K","-0.65%"
"12/10/2015","13,714.9","13,685.0","13,744.8","13,685.0","1.10M","0.00%"
"09/10/2015","13,714.9","13,774.8","13,894.6","13,714.9","2.07M","0.00%"
"08/10/2015","13,714.9","13,535.2","13,714.9","13,535.2","878.88K","1.33%"
"07/10/2015","13,535.2","13,834.7","13,834.7","13,475.3","896.46K","-1.74%"
"06/10/2015","13,774.8","13,655.0","13,834.7","13,595.1","2.45M","2.22%"
"05/10/2015","13,475.3","13,385.5","13,505.3","13,355.6","1.02M","0.90%"
"02/10/2015","13,355.6","13,355.6","13,415.4","13,325.6","482.63K","0.00%"
"01/10/2015","13,355.6","13,325.6","13,385.5","13,295.7","476.49K","0.23%"
"30/09/2015","13,325.6","13,415.4","13,415.4","13,265.7","423.92K","0.00%"
"29/09/2015","13,325.6","13,325.6","13,325.6","13,265.7","690.56K","0.00%"
"28/09/2015","13,325.6","13,445.4","13,475.3","13,325.6","710.42K","-0.89%"
"25/09/2015","13,445.4","13,535.2","13,535.2","13,415.4","688.39K","-0.44%"
"24/09/2015","13,505.3","13,415.4","13,565.2","13,415.4","763.23K","0.45%"
"23/09/2015","13,445.4","13,505.3","13,595.1","13,445.4","1.19M","-0.66%"
"22/09/2015","13,535.2","13,625.1","13,655.0","13,505.3","768.38K","-0.66%"
"21/09/2015","13,625.1","13,325.6","13,625.1","13,325.6","1.46M","2.02%"
"18/09/2015","13,355.6","13,355.6","13,445.4","13,205.8","1.97M","1.83%"
"17/09/2015","13,116.0","13,086.1","13,175.9","13,086.1","323.86K","0.23%"
"16/09/2015","13,086.1","13,086.1","13,145.9","13,056.1","328.48K","0.00%"
"15/09/2015","13,086.1","13,056.1","13,145.9","13,026.2","241.98K","0.00%"
"14/09/2015","13,086.1","13,175.9","13,175.9","13,086.1","566.20K","-0.68%"
"11/09/2015","13,175.9","13,295.7","13,295.7","13,175.9","473.57K","-0.45%"
"10/09/2015","13,235.8","13,205.8","13,235.8","13,145.9","607.54K","0.23%"
"09/09/2015","13,205.8","13,265.7","13,295.7","13,205.8","933.76K","0.46%"
"08/09/2015","13,145.9","13,026.2","13,205.8","13,026.2","517.99K","0.69%"
"07/09/2015","13,056.1","13,175.9","13,175.9","12,996.2","381.07K","-0.46%"
"04/09/2015","13,116.0","13,086.1","13,205.8","13,056.1","531.42K","0.23%"
"03/09/2015","13,086.1","13,145.9","13,205.8","13,086.1","959.25K","-0.91%"
"01/09/2015","13,205.8","13,295.7","13,295.7","13,145.9","848.51K","-0.23%"
"31/08/2015","13,235.8","13,325.6","13,415.4","13,205.8","1.02M","-1.12%"
"28/08/2015","13,385.5","13,355.6","13,415.4","13,265.7","2.35M","0.90%"
"27/08/2015","13,265.7","13,205.8","13,355.6","13,175.9","1.86M","0.45%"
"26/08/2015","13,205.8","12,876.4","13,325.6","12,876.4","2.55M","2.80%"
"25/08/2015","12,846.5","12,577.0","13,026.2","12,577.0","3.46M","1.18%"
"24/08/2015","12,696.8","13,295.7","13,355.6","12,666.8","5.60M","-6.19%"
"21/08/2015","13,535.2","13,505.3","13,535.2","13,175.9","3.15M","-0.66%"
"20/08/2015","13,625.1","13,834.7","13,834.7","13,595.1","1.02M","-1.30%"
"19/08/2015","13,804.7","13,744.8","13,924.5","13,625.1","2.29M","1.10%"
"18/08/2015","13,655.0","13,537.8","13,684.3","13,479.2","2.00M","0.87%"
"17/08/2015","13,537.8","13,713.6","13,801.5","13,479.2","2.17M","-1.28%"
"14/08/2015","13,713.6","13,742.9","13,860.1","13,625.7","1.86M","-0.43%"
"13/08/2015","13,772.2","13,948.0","13,948.0","13,713.6","4.18M","-1.26%"
"12/08/2015","13,948.0","14,065.2","14,065.2","13,860.1","3.34M","-1.45%"
"11/08/2015","14,153.2","14,211.8","14,358.3","14,065.2","2.29M","-0.41%"
"10/08/2015","14,211.8","13,918.7","14,211.8","13,918.7","3.13M","2.54%"
"07/08/2015","13,860.1","13,772.2","13,918.7","13,684.3","1.45M","1.07%"
"06/08/2015","13,713.6","13,889.4","13,948.0","13,713.6","1.49M","-1.27%"
"05/08/2015","13,889.4","13,830.8","13,889.4","13,742.9","830.80K","0.85%"
"04/08/2015","13,772.2","13,742.9","13,889.4","13,655.0","1.40M","1.08%"
"03/08/2015","13,625.7","13,772.2","13,772.2","13,596.4","3.02M","-1.69%"
"31/07/2015","13,860.1","13,977.3","14,006.6","13,860.1","1.44M","0.00%"
"30/07/2015","13,860.1","14,035.9","14,065.2","13,860.1","2.49M","-1.25%"
"29/07/2015","14,035.9","14,123.9","14,270.4","13,977.3","2.97M","-0.62%"
"28/07/2015","14,123.9","14,358.3","14,358.3","14,123.9","1.68M","-1.63%"
"27/07/2015","14,358.3","14,035.9","14,504.8","14,006.6","4.95M","2.94%"
"24/07/2015","13,948.0","13,830.8","14,006.6","13,830.8","3.23M","1.28%"
"23/07/2015","13,772.2","13,596.4","14,035.9","13,596.4","5.68M","1.08%"
"22/07/2015","13,625.7","13,362.0","13,625.7","13,332.7","1.21M","1.97%"
"21/07/2015","13,362.0","13,479.2","13,508.5","13,303.4","2.33M","-1.30%"
"20/07/2015","13,537.8","13,596.4","13,596.4","13,449.9","1.11M","-0.43%"
"17/07/2015","13,596.4","13,567.1","13,742.9","13,537.8","837.76K","0.00%"
"16/07/2015","13,596.4","13,537.8","13,596.4","13,420.6","1.62M","0.00%"
"15/07/2015","13,596.4","13,772.2","13,772.2","13,596.4","1.74M","-1.07%"
"14/07/2015","13,742.9","13,742.9","13,830.8","13,655.0","1.05M","0.00%"
"13/07/2015","13,742.9","13,655.0","13,918.7","13,625.7","1.30M","0.64%"
"10/07/2015","13,655.0","13,684.3","13,772.2","13,596.4","2.22M","-0.21%"
"09/07/2015","13,684.3","13,625.7","13,742.9","13,537.8","2.65M","0.00%"
"08/07/2015","13,684.3","13,948.0","14,006.6","13,655.0","3.77M","-1.89%"
"07/07/2015","13,948.0","13,889.4","14,182.5","13,830.8","3.01M","0.21%"
"06/07/2015","13,918.7","13,801.5","13,918.7","13,772.2","2.60M","1.06%"
"03/07/2015","13,772.2","13,889.4","13,889.4","13,742.9","2.01M","-0.42%"
"02/07/2015","13,830.8","13,684.3","13,889.4","13,655.0","2.89M","0.85%"
"01/07/2015","13,713.6","13,596.4","13,801.5","13,508.5","1.96M","0.86%"
"30/06/2015","13,596.4","13,567.1","13,684.3","13,567.1","2.78M","-0.85%"
"29/06/2015","13,713.6","13,713.6","13,977.3","13,625.7","2.48M","1.08%"
"26/06/2015","13,567.1","13,215.5","14,035.9","13,215.5","11.18M","2.89%"
"25/06/2015","13,186.2","13,215.5","13,244.8","13,186.2","1.55M","-0.44%"
"24/06/2015","13,244.8","13,362.0","13,362.0","13,244.8","947.44K","-0.66%"
"23/06/2015","13,332.7","13,362.0","13,391.3","13,303.4","1.66M","-0.22%"
"22/06/2015","13,362.0","13,186.2","13,420.6","13,156.9","3.38M","1.79%"
"19/06/2015","13,127.6","13,039.7","13,215.5","13,039.7","1.39M","0.67%"
"18/06/2015","13,039.7","13,010.4","13,186.2","13,010.4","861.02K","0.23%"
"17/06/2015","13,010.4","13,010.4","13,069.0","12,981.1","1.28M","-0.22%"
"16/06/2015","13,039.7","13,186.2","13,244.8","13,039.7","1.27M","-1.11%"
"15/06/2015","13,186.2","13,303.4","13,303.4","13,127.6","907.08K","-0.22%"
"12/06/2015","13,215.5","13,156.9","13,274.1","13,156.9","2.00M","0.67%"
"11/06/2015","13,127.6","13,069.0","13,156.9","13,069.0","1.12M","0.45%"
"10/06/2015","13,069.0","12,981.1","13,098.3","12,922.4","663.19K","0.68%"
"09/06/2015","12,981.1","12,951.7","13,244.8","12,951.7","1.64M","0.00%"
"08/06/2015","12,981.1","13,186.2","13,215.5","12,981.1","1.86M","-1.12%"
"05/06/2015","13,127.6","13,039.7","13,156.9","12,951.7","1.54M","0.90%"
"04/06/2015","13,010.4","12,951.7","13,039.7","12,951.7","596.07K","0.45%"
"03/06/2015","12,951.7","12,805.2","13,127.6","12,775.9","1.70M","1.14%"
"02/06/2015","12,805.2","12,981.1","12,981.1","12,805.2","2.10M","-1.36%"
"01/06/2015","12,981.1","13,156.9","13,156.9","12,981.1","1.99M","-1.56%"
"29/05/2015","13,186.2","13,332.7","13,332.7","13,156.9","950.04K","-0.88%"
"28/05/2015","13,303.4","13,332.7","13,449.9","13,215.5","3.08M","1.38%"
"27/05/2015","13,122.5","13,247.4","13,372.4","12,997.5","3.71M","-0.94%"
"26/05/2015","13,247.4","13,372.4","13,497.4","13,247.4","2.91M","-1.85%"
"25/05/2015","13,497.4","12,997.5","13,497.4","12,997.5","3.65M","3.85%"
"22/05/2015","12,997.5","13,122.5","13,247.4","12,997.5","1.95M","-0.95%"
"21/05/2015","13,122.5","12,747.5","13,247.4","12,622.6","6.01M","2.94%"
"20/05/2015","12,747.5","12,397.6","12,747.5","12,372.6","3.26M","3.66%"
"19/05/2015","12,297.6","12,172.6","12,297.6","12,172.6","797.78K","0.82%"
"18/05/2015","12,197.6","12,247.6","12,297.6","12,197.6","1.51M","-0.61%"
"15/05/2015","12,272.6","12,347.6","12,397.6","12,272.6","680.17K","-0.41%"
"14/05/2015","12,322.6","12,247.6","12,397.6","12,247.6","870.11K","0.20%"
"13/05/2015","12,297.6","12,297.6","12,322.6","12,172.6","1.44M","0.00%"
"12/05/2015","12,297.6","12,422.6","12,422.6","12,297.6","773.20K","-1.01%"
"11/05/2015","12,422.6","12,497.6","12,497.6","12,397.6","700.14K","-0.40%"
"08/05/2015","12,472.6","12,472.6","12,622.6","12,472.6","736.08K","0.00%"
"07/05/2015","12,472.6","12,447.6","12,622.6","12,397.6","804.74K","0.60%"
"06/05/2015","12,397.6","12,497.6","12,622.6","12,397.6","1.24M","-0.80%"
"05/05/2015","12,497.6","12,347.6","12,622.6","12,297.6","1.36M","1.21%"
"04/05/2015","12,347.6","12,872.5","12,997.5","12,247.6","2.50M","-4.08%"
"27/04/2015","12,872.5","12,872.5","13,122.5","12,747.5","1.94M","1.98%"
"24/04/2015","12,622.6","12,622.6","12,747.5","12,497.6","819.52K","0.00%"
"23/04/2015","12,622.6","12,622.6","12,747.5","12,447.6","1.96M","1.00%"
"22/04/2015","12,497.6","12,497.6","12,747.5","12,497.6","1.65M","0.00%"
"21/04/2015","12,497.6","12,622.6","12,747.5","12,497.6","805.97K","-0.99%"
"20/04/2015","12,622.6","12,747.5","12,747.5","12,472.6","1.10M","-0.98%"
"17/04/2015","12,747.5","12,222.6","12,872.5","12,222.6","4.57M","4.51%"
"16/04/2015","12,197.6","12,222.6","12,297.6","12,172.6","466.63K","-0.20%"
"15/04/2015","12,222.6","12,222.6","12,247.6","12,122.7","680.90K","0.41%"
"14/04/2015","12,172.6","12,297.6","12,297.6","12,172.6","684.81K","-1.02%"
"13/04/2015","12,297.6","12,297.6","12,347.6","12,272.6","500.92K","0.00%"
"10/04/2015","12,297.6","12,222.6","12,347.6","12,197.6","1.05M","0.61%"
"09/04/2015","12,222.6","12,222.6","12,247.6","12,122.7","790.64K","0.00%"
"08/04/2015","12,222.6","12,247.6","12,272.6","12,197.6","496.34K","0.00%"
"07/04/2015","12,222.6","12,097.7","12,247.6","12,097.7","458.66K","0.82%"
"06/04/2015","12,122.7","12,197.6","12,272.6","12,122.7","513.46K","-0.61%"
"03/04/2015","12,197.6","12,122.7","12,197.6","12,022.7","356.13K","1.45%"
"02/04/2015","12,022.7","11,947.7","12,122.7","11,922.7","513.04K","0.84%"
"01/04/2015","11,922.7","12,172.6","12,172.6","11,922.7","827.15K","-1.45%"
"31/03/2015","12,097.7","12,097.7","12,172.6","12,097.7","712.20K","0.00%"
"30/03/2015","12,097.7","12,347.6","12,347.6","12,097.7","1.26M","-1.63%"
"27/03/2015","12,297.6","12,397.6","12,397.6","12,297.6","692.72K","-0.20%"
"26/03/2015","12,322.6","12,347.6","12,347.6","12,297.6","842.91K","0.20%"
"25/03/2015","12,297.6","12,372.6","12,372.6","12,247.6","675.10K","0.20%"
"24/03/2015","12,272.6","12,372.6","12,372.6","12,197.6","1.07M","-0.61%"
"23/03/2015","12,347.6","12,447.6","12,472.6","12,347.6","839.31K","-0.80%"
"20/03/2015","12,447.6","12,372.6","12,472.6","12,347.6","868.16K","0.61%"
"19/03/2015","12,372.6","12,472.6","12,497.6","12,372.6","770.73K","-0.20%"
"18/03/2015","12,397.6","12,497.6","12,497.6","12,397.6","697.45K","-0.80%"
"17/03/2015","12,497.6","12,372.6","12,622.6","12,372.6","2.19M","1.21%"
"16/03/2015","12,347.6","12,297.6","12,347.6","12,297.6","654.89K","0.41%"
"13/03/2015","12,297.6","12,372.6","12,422.6","12,272.6","868.50K","0.00%"
"12/03/2015","12,297.6","12,372.6","12,372.6","12,272.6","1.12M","-0.61%"
"11/03/2015","12,372.6","12,422.6","12,422.6","12,347.6","895.06K","-0.40%"
"10/03/2015","12,422.6","12,372.6","12,422.6","12,322.6","1.00M","1.02%"
"09/03/2015","12,297.6","12,472.6","12,497.6","12,297.6","1.27M","-1.60%"
"06/03/2015","12,497.6","12,497.6","12,622.6","12,472.6","1.02M","0.00%"
"05/03/2015","12,497.6","12,622.6","12,747.5","12,497.6","1.20M","0.00%"
"04/03/2015","12,497.6","12,297.6","12,622.6","12,297.6","3.03M","2.25%"
"03/03/2015","12,222.6","12,197.6","12,222.6","12,147.6","655.04K","0.82%"
"02/03/2015","12,122.7","12,247.6","12,247.6","12,097.7","1.44M","-0.61%"
"27/02/2015","12,197.6","12,272.6","12,322.6","12,172.6","961.59K","-0.41%"
"26/02/2015","12,247.6","12,097.7","12,247.6","12,097.7","844.83K","1.03%"
"25/02/2015","12,122.7","12,197.6","12,247.6","12,097.7","1.59M","-0.20%"
"24/02/2015","12,147.6","12,047.7","12,197.6","12,047.7","1.07M","1.25%"
"13/02/2015","11,997.7","11,997.7","12,047.7","11,947.7","607.08K","0.42%"
"12/02/2015","11,947.7","11,972.7","12,047.7","11,947.7","1.33M","0.63%"
"11/02/2015","11,872.7","11,822.7","11,872.7","11,797.7","425.62K","0.85%"
